stock,exchange,shortname,quoteType,symbol,index,score,typeDisp,longname,exchDisp,sector,industry,isYahooFinance,prevName,nameChangeDate
TAXA307.SA,,,,,,,,,,,,,,
TAXA311.SA,,,,,,,,,,,,,,
TAXA24.SA,,,,,,,,,,,,,,
TAXA146.SA,,,,,,,,,,,,,,
TAXA304.SA,,,,,,,,,,,,,,
TAXA263.SA,,,,,,,,,,,,,,
TAXA171.SA,,,,,,,,,,,,,,
TAXA321.SA,,,,,,,,,,,,,,
TAXA29.SA,,,,,,,,,,,,,,
TAXA88L.SA,,,,,,,,,,,,,,
TAXA332.SA,,,,,,,,,,,,,,
TAXA71.SA,,,,,,,,,,,,,,
TAXA342.SA,,,,,,,,,,,,,,
TAXA87.SA,,,,,,,,,,,,,,
TAXA43L.SA,,,,,,,,,,,,,,
TAXA344.SA,,,,,,,,,,,,,,
TAXA221.SA,,,,,,,,,,,,,,
TAXA350.SA,,,,,,,,,,,,,,
TAXA247.SA,,,,,,,,,,,,,,
TAXA339.SA,,,,,,,,,,,,,,
TAXA200.SA,,,,,,,,,,,,,,
TAXA142.SA,,,,,,,,,,,,,,
TAXA16.SA,,,,,,,,,,,,,,
TAXA287.SA,,,,,,,,,,,,,,
TAXA65.SA,,,,,,,,,,,,,,
TAXA250.SA,,,,,,,,,,,,,,
TAXA45L.SA,,,,,,,,,,,,,,
TAXA215.SA,,,,,,,,,,,,,,
TAXA202.SA,,,,,,,,,,,,,,
TAXA70L.SA,,,,,,,,,,,,,,
TAXA36L.SA,,,,,,,,,,,,,,
TAXA364.SA,,,,,,,,,,,,,,
TAXA90.SA,,,,,,,,,,,,,,
TAXA141.SA,,,,,,,,,,,,,,
TAXA75.SA,,,,,,,,,,,,,,
TAXA189.SA,,,,,,,,,,,,,,
TAXA58.SA,,,,,,,,,,,,,,
TAXA145.SA,,,,,,,,,,,,,,
TAXA251.SA,,,,,,,,,,,,,,
TAXA329.SA,,,,,,,,,,,,,,
TAXA192.SA,,,,,,,,,,,,,,
TAXA78.SA,,,,,,,,,,,,,,
TAXA312.SA,,,,,,,,,,,,,,
TAXA149.SA,,,,,,,,,,,,,,
TAXA294.SA,,,,,,,,,,,,,,
TAXA282.SA,,,,,,,,,,,,,,
TAXA57.SA,,,,,,,,,,,,,,
TAXA341.SA,,,,,,,,,,,,,,
TAXA116.SA,,,,,,,,,,,,,,
TAXA128.SA,,,,,,,,,,,,,,
TAXA44L.SA,,,,,,,,,,,,,,
TAXA158.SA,,,,,,,,,,,,,,
TAXA37.SA,,,,,,,,,,,,,,
TAXA328.SA,,,,,,,,,,,,,,
TAXA203.SA,,,,,,,,,,,,,,
TAXA228.SA,,,,,,,,,,,,,,
TAXA183.SA,,,,,,,,,,,,,,
TAXA283.SA,,,,,,,,,,,,,,
TAXA172.SA,,,,,,,,,,,,,,
TAXA164.SA,,,,,,,,,,,,,,
TAXA138.SA,,,,,,,,,,,,,,
TAXA249.SA,,,,,,,,,,,,,,
TAXA64L.SA,,,,,,,,,,,,,,
TAXA73L.SA,,,,,,,,,,,,,,
TAXA248.SA,,,,,,,,,,,,,,
TAXA71L.SA,,,,,,,,,,,,,,
TAXA290.SA,,,,,,,,,,,,,,
TAXA351.SA,,,,,,,,,,,,,,
TAXA365.SA,,,,,,,,,,,,,,
TAXA359.SA,,,,,,,,,,,,,,
TAXA76.SA,,,,,,,,,,,,,,
TAXA110.SA,,,,,,,,,,,,,,
TAXA49L.SA,,,,,,,,,,,,,,
TAXA18L.SA,,,,,,,,,,,,,,
TAXA244.SA,,,,,,,,,,,,,,
TAXA155.SA,,,,,,,,,,,,,,
TAXA39L.SA,,,,,,,,,,,,,,
TAXA79L.SA,,,,,,,,,,,,,,
TAXA261.SA,,,,,,,,,,,,,,
TAXA69L.SA,,,,,,,,,,,,,,
TAXA285.SA,,,,,,,,,,,,,,
TAXA60.SA,,,,,,,,,,,,,,
TAXA105.SA,,,,,,,,,,,,,,
TAXA211.SA,,,,,,,,,,,,,,
TAXA135.SA,,,,,,,,,,,,,,
TAXA225.SA,,,,,,,,,,,,,,
TAXA84L.SA,,,,,,,,,,,,,,
TAXA100.SA,,,,,,,,,,,,,,
TAXA85L.SA,,,,,,,,,,,,,,
TAXA322.SA,,,,,,,,,,,,,,
TAXA198.SA,,,,,,,,,,,,,,
TAXA114.SA,,,,,,,,,,,,,,
TAXA67.SA,,,,,,,,,,,,,,
TAXA130.SA,,,,,,,,,,,,,,
TAXA80.SA,,,,,,,,,,,,,,
TAXA90L.SA,,,,,,,,,,,,,,
TAXA201.SA,,,,,,,,,,,,,,
TAXA305.SA,,,,,,,,,,,,,,
TAXA26L.SA,,,,,,,,,,,,,,
TAXA313.SA,,,,,,,,,,,,,,
TAXA340.SA,,,,,,,,,,,,,,
TAXA118.SA,,,,,,,,,,,,,,
TAXA38.SA,,,,,,,,,,,,,,
TAXA6L.SA,,,,,,,,,,,,,,
TAXA337.SA,,,,,,,,,,,,,,
TAXA178.SA,,,,,,,,,,,,,,
TAXA296.SA,,,,,,,,,,,,,,
TAXA357.SA,,,,,,,,,,,,,,
TAXA194.SA,,,,,,,,,,,,,,
TAXA79.SA,,,,,,,,,,,,,,
TAXA91.SA,,,,,,,,,,,,,,
TAXA207.SA,,,,,,,,,,,,,,
TAXA360.SA,,,,,,,,,,,,,,
TAXA355.SA,,,,,,,,,,,,,,
TAXA34L.SA,,,,,,,,,,,,,,
TAXA185.SA,,,,,,,,,,,,,,
TAXA157.SA,,,,,,,,,,,,,,
TAXA77.SA,,,,,,,,,,,,,,
TAXA88.SA,,,,,,,,,,,,,,
TAXA94L.SA,,,,,,,,,,,,,,
TAXA163.SA,,,,,,,,,,,,,,
TAXA224.SA,,,,,,,,,,,,,,
TAXA92L.SA,,,,,,,,,,,,,,
TAXA343.SA,,,,,,,,,,,,,,
TAXA96L.SA,,,,,,,,,,,,,,
TAXA17L.SA,,,,,,,,,,,,,,
TAXA117.SA,,,,,,,,,,,,,,
TAXA235.SA,,,,,,,,,,,,,,
TAXA57L.SA,,,,,,,,,,,,,,
TAXA147.SA,,,,,,,,,,,,,,
TAXA356.SA,,,,,,,,,,,,,,
TAXA126.SA,,,,,,,,,,,,,,
TAXA234.SA,,,,,,,,,,,,,,
TAXA274.SA,,,,,,,,,,,,,,
TAXA98.SA,,,,,,,,,,,,,,
TAXA18.SA,,,,,,,,,,,,,,
TAXA68L.SA,,,,,,,,,,,,,,
TAXA349.SA,,,,,,,,,,,,,,
TAXA308.SA,,,,,,,,,,,,,,
TAXA5L.SA,,,,,,,,,,,,,,
TAXA245.SA,,,,,,,,,,,,,,
TAXA236.SA,,,,,,,,,,,,,,
TAXA363.SA,,,,,,,,,,,,,,
TAXA36.SA,,,,,,,,,,,,,,
TAXA213.SA,,,,,,,,,,,,,,
TAXA293.SA,,,,,,,,,,,,,,
TAXA190.SA,,,,,,,,,,,,,,
TAXA179.SA,,,,,,,,,,,,,,
TAXA83.SA,,,,,,,,,,,,,,
TAXA136.SA,,,,,,,,,,,,,,
LATM33.SA,,,,,,,,,,,,,,
TAXA233.SA,,,,,,,,,,,,,,
TAXA53.SA,,,,,,,,,,,,,,
TAXA227.SA,,,,,,,,,,,,,,
TAXA41L.SA,,,,,,,,,,,,,,
TAXA222.SA,,,,,,,,,,,,,,
TAXA196.SA,,,,,,,,,,,,,,
TAXA334.SA,,,,,,,,,,,,,,
TAXA267.SA,,,,,,,,,,,,,,
TAXA209.SA,,,,,,,,,,,,,,
TAXA238.SA,,,,,,,,,,,,,,
TAXA177.SA,,,,,,,,,,,,,,
TAXA353.SA,,,,,,,,,,,,,,
TAXA336.SA,,,,,,,,,,,,,,
TAXA27.SA,,,,,,,,,,,,,,
TAXA150.SA,,,,,,,,,,,,,,
TAXA354.SA,,,,,,,,,,,,,,
TAXA258.SA,,,,,,,,,,,,,,
TAXA318.SA,,,,,,,,,,,,,,
TAXA315.SA,,,,,,,,,,,,,,
TAXA28L.SA,,,,,,,,,,,,,,
TAXA127.SA,,,,,,,,,,,,,,
TAXA95L.SA,,,,,,,,,,,,,,
TAXA152.SA,,,,,,,,,,,,,,
TAXA205.SA,,,,,,,,,,,,,,
TAXA99.SA,,,,,,,,,,,,,,
TAXA125.SA,,,,,,,,,,,,,,
TAXA42L.SA,,,,,,,,,,,,,,
TAXA252.SA,,,,,,,,,,,,,,
TAXA324.SA,,,,,,,,,,,,,,
TAXA167.SA,,,,,,,,,,,,,,
TAXA63L.SA,,,,,,,,,,,,,,
TAXA254.SA,,,,,,,,,,,,,,
TAXA231.SA,,,,,,,,,,,,,,
TAXA180.SA,,,,,,,,,,,,,,
TAXA191.SA,,,,,,,,,,,,,,
TAXA346.SA,,,,,,,,,,,,,,
TAXA97L.SA,,,,,,,,,,,,,,
TAXA55.SA,,,,,,,,,,,,,,
TAXA175.SA,,,,,,,,,,,,,,
TAXA284.SA,,,,,,,,,,,,,,
TAXA77L.SA,,,,,,,,,,,,,,
TAXA219.SA,,,,,,,,,,,,,,
TAXA320.SA,,,,,,,,,,,,,,
TAXA281.SA,,,,,,,,,,,,,,
TAXA23L.SA,,,,,,,,,,,,,,
TAXA55L.SA,,,,,,,,,,,,,,
TAXA217.SA,,,,,,,,,,,,,,
TAXA352.SA,,,,,,,,,,,,,,
TAXA62.SA,,,,,,,,,,,,,,
TAXA184.SA,,,,,,,,,,,,,,
TAXA187.SA,,,,,,,,,,,,,,
TAXA84.SA,,,,,,,,,,,,,,
TAXA31.SA,,,,,,,,,,,,,,
TAXA62L.SA,,,,,,,,,,,,,,
TAXA279.SA,,,,,,,,,,,,,,
TAXA0L.SA,,,,,,,,,,,,,,
TAXA134.SA,,,,,,,,,,,,,,
TAXA291.SA,,,,,,,,,,,,,,
TAXA214.SA,,,,,,,,,,,,,,
TAXA70.SA,,,,,,,,,,,,,,
TAXA48L.SA,,,,,,,,,,,,,,
TAXA96.SA,,,,,,,,,,,,,,
TAXA169.SA,,,,,,,,,,,,,,
TAXA30.SA,,,,,,,,,,,,,,
TAXA20.SA,,,,,,,,,,,,,,
TAXA240.SA,,,,,,,,,,,,,,
TAXA50L.SA,,,,,,,,,,,,,,
TAXA330.SA,,,,,,,,,,,,,,
TAXA218.SA,,,,,,,,,,,,,,
TAXA151.SA,,,,,,,,,,,,,,
TAXA115.SA,,,,,,,,,,,,,,
TAXA108.SA,,,,,,,,,,,,,,
TAXA237.SA,,,,,,,,,,,,,,
TAXA82.SA,,,,,,,,,,,,,,
TAXA47L.SA,,,,,,,,,,,,,,
TAXA32L.SA,,,,,,,,,,,,,,
TAXA168.SA,,,,,,,,,,,,,,
TAXA24L.SA,,,,,,,,,,,,,,
TAXA131.SA,,,,,,,,,,,,,,
TAXA162.SA,,,,,,,,,,,,,,
TAXA61.SA,,,,,,,,,,,,,,
TAXA56L.SA,,,,,,,,,,,,,,
TAXA140.SA,,,,,,,,,,,,,,
TAXA65L.SA,,,,,,,,,,,,,,
TAXA333.SA,,,,,,,,,,,,,,
TAXA48.SA,,,,,,,,,,,,,,
TAXA174.SA,,,,,,,,,,,,,,
TAXA338.SA,,,,,,,,,,,,,,
TAXA33L.SA,,,,,,,,,,,,,,
TAXA54L.SA,,,,,,,,,,,,,,
TAXA220.SA,,,,,,,,,,,,,,
TAXA316.SA,,,,,,,,,,,,,,
TAXA139.SA,,,,,,,,,,,,,,
TAXA195.SA,,,,,,,,,,,,,,
TAXA325.SA,,,,,,,,,,,,,,
TAXA35L.SA,,,,,,,,,,,,,,
TAXA347.SA,,,,,,,,,,,,,,
TAXA259.SA,,,,,,,,,,,,,,
TAXA74L.SA,,,,,,,,,,,,,,
TAXA229.SA,,,,,,,,,,,,,,
TAXA51L.SA,,,,,,,,,,,,,,
TAXA253.SA,,,,,,,,,,,,,,
TAXA230.SA,,,,,,,,,,,,,,
TAXA91L.SA,,,,,,,,,,,,,,
TAXA273.SA,,,,,,,,,,,,,,
TAXA286.SA,,,,,,,,,,,,,,
TAXA306.SA,,,,,,,,,,,,,,
TAXA67L.SA,,,,,,,,,,,,,,
TAXA73.SA,,,,,,,,,,,,,,
TAXA72.SA,,,,,,,,,,,,,,
TAXA66L.SA,,,,,,,,,,,,,,
TAXA43.SA,,,,,,,,,,,,,,
TAXA348.SA,,,,,,,,,,,,,,
TAXA133.SA,,,,,,,,,,,,,,
TAXA27L.SA,,,,,,,,,,,,,,
TAXA272.SA,,,,,,,,,,,,,,
TAXA49.SA,,,,,,,,,,,,,,
TAXA37L.SA,,,,,,,,,,,,,,
TAXA111.SA,,,,,,,,,,,,,,
TAXA309.SA,,,,,,,,,,,,,,
TAXA16L.SA,,,,,,,,,,,,,,
TAXA29L.SA,,,,,,,,,,,,,,
TAXA102.SA,,,,,,,,,,,,,,
TAXA30L.SA,,,,,,,,,,,,,,
TAXA173.SA,,,,,,,,,,,,,,
TAXA81L.SA,,,,,,,,,,,,,,
TAXA326.SA,,,,,,,,,,,,,,
TAXA271.SA,,,,,,,,,,,,,,
TAXA277.SA,,,,,,,,,,,,,,
TAXA78L.SA,,,,,,,,,,,,,,
TAXA76L.SA,,,,,,,,,,,,,,
TAXA40.SA,,,,,,,,,,,,,,
TAXA112.SA,,,,,,,,,,,,,,
TAXA103.SA,,,,,,,,,,,,,,
TAXA241.SA,,,,,,,,,,,,,,
TAXA327.SA,,,,,,,,,,,,,,
TAXA243.SA,,,,,,,,,,,,,,
TAXA335.SA,,,,,,,,,,,,,,
TAXA289.SA,,,,,,,,,,,,,,
TAXA2L.SA,,,,,,,,,,,,,,
TAXA276.SA,,,,,,,,,,,,,,
TAXA314.SA,,,,,,,,,,,,,,
GOLL10.SA,,,,,,,,,,,,,,
TAXA301.SA,,,,,,,,,,,,,,
TAXA317.SA,,,,,,,,,,,,,,
TAXA25L.SA,,,,,,,,,,,,,,
TAXA166.SA,,,,,,,,,,,,,,
TAXA270.SA,,,,,,,,,,,,,,
TAXA239.SA,,,,,,,,,,,,,,
IBRA11.SA,,,,,,,,,,,,,,
TAXA33.SA,,,,,,,,,,,,,,
TAXA176.SA,,,,,,,,,,,,,,
TAXA51.SA,,,,,,,,,,,,,,
TAXA61L.SA,,,,,,,,,,,,,,
TAXA80L.SA,,,,,,,,,,,,,,
TAXA52.SA,,,,,,,,,,,,,,
TAXA107.SA,,,,,,,,,,,,,,
TAXA95.SA,,,,,,,,,,,,,,
TAXA28.SA,,,,,,,,,,,,,,
TAXA132.SA,,,,,,,,,,,,,,
TAXA186.SA,,,,,,,,,,,,,,
TAXA280.SA,,,,,,,,,,,,,,
TAXA87L.SA,,,,,,,,,,,,,,
TAXA92.SA,,,,,,,,,,,,,,
TAXA156.SA,,,,,,,,,,,,,,
TAXA275.SA,,,,,,,,,,,,,,
TAXA89.SA,,,,,,,,,,,,,,
TAXA300.SA,,,,,,,,,,,,,,
TAXA137.SA,,,,,,,,,,,,,,
TAXA68.SA,,,,,,,,,,,,,,
TAXA288.SA,,,,,,,,,,,,,,
TAXA56.SA,,,,,,,,,,,,,,
TAXA121.SA,,,,,,,,,,,,,,
TAXA46L.SA,,,,,,,,,,,,,,
TAXA25.SA,,,,,,,,,,,,,,
TAXA64.SA,,,,,,,,,,,,,,
TAXA94.SA,,,,,,,,,,,,,,
TAXA23.SA,,,,,,,,,,,,,,
TAXA44.SA,,,,,,,,,,,,,,
TAXA124.SA,,,,,,,,,,,,,,
TAXA358.SA,,,,,,,,,,,,,,
TAXA153.SA,,,,,,,,,,,,,,
TAXA38L.SA,,,,,,,,,,,,,,
TAXA46.SA,,,,,,,,,,,,,,
TAXA52L.SA,,,,,,,,,,,,,,
TAXA119.SA,,,,,,,,,,,,,,
TAXA292.SA,,,,,,,,,,,,,,
TAXA159.SA,,,,,,,,,,,,,,
TAXA299.SA,,,,,,,,,,,,,,
TAXA26.SA,,,,,,,,,,,,,,
TAXA66.SA,,,,,,,,,,,,,,
TAXA81.SA,,,,,,,,,,,,,,
TAXA160.SA,,,,,,,,,,,,,,
TAXA323.SA,,,,,,,,,,,,,,
TAXA83L.SA,,,,,,,,,,,,,,
TAXA181.SA,,,,,,,,,,,,,,
TAXA268.SA,,,,,,,,,,,,,,
TAXA199.SA,,,,,,,,,,,,,,
TAXA188.SA,,,,,,,,,,,,,,
TAXA257.SA,,,,,,,,,,,,,,
TAXA72L.SA,,,,,,,,,,,,,,
TAXA22L.SA,,,,,,,,,,,,,,
TAXA297.SA,,,,,,,,,,,,,,
TAXA331.SA,,,,,,,,,,,,,,
TAXA39.SA,,,,,,,,,,,,,,
TAXA120.SA,,,,,,,,,,,,,,
TAXA54.SA,,,,,,,,,,,,,,
TAXA197.SA,,,,,,,,,,,,,,
TAXA208.SA,,,,,,,,,,,,,,
TAXA269.SA,,,,,,,,,,,,,,
TAXA19L.SA,,,,,,,,,,,,,,
TAXA82L.SA,,,,,,,,,,,,,,
TAXA93.SA,,,,,,,,,,,,,,
TAXA97.SA,,,,,,,,,,,,,,
TAXA298.SA,,,,,,,,,,,,,,
TAXA93L.SA,,,,,,,,,,,,,,
TAXA206.SA,,,,,,,,,,,,,,
TAXA278.SA,,,,,,,,,,,,,,
TAXA144.SA,,,,,,,,,,,,,,
TAXA223.SA,,,,,,,,,,,,,,
TAXA45.SA,,,,,,,,,,,,,,
TAXA34.SA,,,,,,,,,,,,,,
TAXA182.SA,,,,,,,,,,,,,,
TAXA255.SA,,,,,,,,,,,,,,
TAXA264.SA,,,,,,,,,,,,,,
TAXA21.SA,,,,,,,,,,,,,,
TAXA122.SA,,,,,,,,,,,,,,
TAXA75L.SA,,,,,,,,,,,,,,
TAXA59L.SA,,,,,,,,,,,,,,
TAXA216.SA,,,,,,,,,,,,,,
TAXA204.SA,,,,,,,,,,,,,,
TAXA98L.SA,,,,,,,,,,,,,,
TAXA99L.SA,,,,,,,,,,,,,,
TAXA89L.SA,,,,,,,,,,,,,,
TAXA53L.SA,,,,,,,,,,,,,,
TAXA60L.SA,,,,,,,,,,,,,,
TAXA40L.SA,,,,,,,,,,,,,,
TAXA154.SA,,,,,,,,,,,,,,
TAXA226.SA,,,,,,,,,,,,,,
TAXA101.SA,,,,,,,,,,,,,,
TAXA266.SA,,,,,,,,,,,,,,
ALSC3.SA,,,,,,,,,,,,,,
CSAB4F.SA,SAO,SEG AL BAHIAPN,EQUITY,CSAB4F.SA,quotes,2000100.0,Equity,,São Paulo,,,True,,
ALUP11.SA,SAO,ALUPAR      UNT     N2,EQUITY,ALUP11.SA,quotes,2004700.0,Equity,Alupar Investimento S.A.,São Paulo,Utilities,Utilities—Renewable,True,,
RPAD6.SA,SAO,ALFA HOLDINGPNB,EQUITY,RPAD6.SA,quotes,2000500.0,Equity,Alfa Holdings S.A.,São Paulo,Industrials,Conglomerates,True,,
BRGE5F.SA,SAO,ALFA CONSORCPNA,EQUITY,BRGE5F.SA,quotes,2000100.0,Equity,,São Paulo,,,True,,
BRGE6F.SA,SAO,ALFA CONSORCPNB,EQUITY,BRGE6F.SA,quotes,2000100.0,Equity,,São Paulo,,,True,,
BRGE12F.SA,SAO,ALFA CONSORCPNF,EQUITY,BRGE12F.SA,quotes,2000100.0,Equity,,São Paulo,,,True,,
ITAG11.SA,,,,,,,,,,,,,,
APTI4.SA,,,,,,,,,,,,,,
APTI3.SA,,,,,,,,,,,,,,
RPAD3F.SA,SAO,ALFA HOLDINGON,EQUITY,RPAD3F.SA,quotes,2000100.0,Equity,,São Paulo,,,True,,
TAEE3.SA,SAO,TAESA       ON      N2,EQUITY,TAEE3.SA,quotes,2001300.0,Equity,Transmissora Aliança de Energia Elétrica S.A.,São Paulo,Utilities,Utilities—Regulated Electric,True,,
MEAL3.SA,SAO,IMC S/A     ON      NM,EQUITY,MEAL3.SA,quotes,2003100.0,Equity,International Meal Company Alimentação S.A.,São Paulo,Consumer Cyclical,Restaurants,True,,
PEAB4.SA,SAO,PAR AL BAHIAPN,EQUITY,PEAB4.SA,quotes,2000400.0,Equity,Companhia de Participações Aliança da Bahia,São Paulo,Financial Services,Asset Management,True,,
ALLF6L.SA,,,,,,,,,,,,,,
BAUH4.SA,SAO,EXCELSIOR   PN,EQUITY,BAUH4.SA,quotes,2000400.0,Equity,Excelsior Alimentos S.A.,São Paulo,Consumer Defensive,Packaged Foods,True,,
RPAD3.SA,SAO,ALFA HOLDINGON,EQUITY,RPAD3.SA,quotes,2000500.0,Equity,Alfa Holdings S.A.,São Paulo,Industrials,Conglomerates,True,,
BRIV3.SA,SAO,ALFA INVEST ON,EQUITY,BRIV3.SA,quotes,2000600.0,Equity,Banco Alfa de Investimento S.A.,São Paulo,Financial Services,Banks—Regional,True,,
CSAB4.SA,SAO,SEG AL BAHIAPN,EQUITY,CSAB4.SA,quotes,2000300.0,Equity,Companhia de Seguros Alianca da Bahia,São Paulo,Financial Services,Insurance—Property & Casualty,True,,
CSAB3F.SA,SAO,SEG AL BAHIAON,EQUITY,CSAB3F.SA,quotes,2000100.0,Equity,,São Paulo,,,True,,
APTI4F.SA,,,,,,,,,,,,,,
PEAB3.SA,SAO,PAR AL BAHIAON,EQUITY,PEAB3.SA,quotes,2000400.0,Equity,Companhia de Participações Aliança da Bahia,São Paulo,Financial Services,Asset Management,True,,
FAMB11B.SA,SAO,FD INV IM ALM BARR,EQUITY,FAMB11B.SA,quotes,2000100.0,Equity,Fundo de Investimento Imobiliario Edificio Almirante Barroso,São Paulo,Real Estate,REIT—Office,True,,
GOOG35F.SA,,,,,,,,,,,,,,
BRGE7F.SA,SAO,ALFA CONSORCPNC,EQUITY,BRGE7F.SA,quotes,2000000.0,Equity,,São Paulo,,,True,,
TAEE4.SA,SAO,TAESA       PN      N2,EQUITY,TAEE4.SA,quotes,2001600.0,Equity,Transmissora Aliança de Energia Elétrica S.A.,São Paulo,Utilities,Utilities—Regulated Electric,True,,
CRIV3F.SA,SAO,ALFA FINANC ON,EQUITY,CRIV3F.SA,quotes,2000100.0,Equity,,São Paulo,,,True,,
BRIV3F.SA,SAO,ALFA INVEST ON,EQUITY,BRIV3F.SA,quotes,2000100.0,Equity,,São Paulo,,,True,,
VIGR3.SA,,,,,,,,,,,,,,
MEAL9.SA,,,,,,,,,,,,,,
GOOG34F.SA,,,,,,,,,,,,,,
APTI3F.SA,,,,,,,,,,,,,,
BRGE8F.SA,SAO,ALFA CONSORCPND,EQUITY,BRGE8F.SA,quotes,2000100.0,Equity,,São Paulo,,,True,,
BRIV4F.SA,SAO,ALFA INVEST PN,EQUITY,BRIV4F.SA,quotes,2000100.0,Equity,,São Paulo,,,True,,
CRIV3.SA,SAO,ALFA FINANC ON,EQUITY,CRIV3.SA,quotes,2000400.0,Equity,"Financeira Alfa S.A. - Crédito, Financiamento e Investimentos",São Paulo,Financial Services,Financial Conglomerates,True,,
CSAB3.SA,SAO,SEG AL BAHIAON,EQUITY,CSAB3.SA,quotes,2000100.0,Equity,Companhia de Seguros Alianca da Bahia,São Paulo,Financial Services,Insurance—Property & Casualty,True,,
PEAB3F.SA,SAO,PAR AL BAHIAON,EQUITY,PEAB3F.SA,quotes,2000100.0,Equity,,São Paulo,,,True,,
CRIV4F.SA,SAO,ALFA FINANC PN,EQUITY,CRIV4F.SA,quotes,2000100.0,Equity,,São Paulo,,,True,,
RPAD5F.SA,SAO,ALFA HOLDINGPNA,EQUITY,RPAD5F.SA,quotes,2000100.0,Equity,,São Paulo,,,True,,
ALMI11B.SA,,,,,,,,,,,,,,
RPAD5.SA,SAO,ALFA HOLDINGPNA,EQUITY,RPAD5.SA,quotes,2000500.0,Equity,Alfa Holdings S.A.,São Paulo,Industrials,Conglomerates,True,,
AMGN34.SA,SAO,AMGEN       DRN,EQUITY,AMGN34.SA,quotes,2000100.0,Equity,Amgen Inc.,São Paulo,Healthcare,Drug Manufacturers—General,True,,
AMAR3.SA,SAO,LOJAS MARISAON      NM,EQUITY,AMAR3.SA,quotes,2001800.0,Equity,Marisa Lojas S.A.,São Paulo,Consumer Cyclical,Apparel Retail,True,,
AXPB34F.SA,,,,,,,,,,,,,,
AXPB34.SA,SAO,AMERICAN EXPDRN,EQUITY,AXPB34.SA,quotes,2000100.0,Equity,American Express Company,São Paulo,Financial Services,Credit Services,True,,
LAME3.SA,,,,,,,,,,,,,,
AMZO34F.SA,,,,,,,,,,,,,,
LCAM3.SA,,,,,,,,,,,,,,
BOAC34.SA,SAO,BANK AMERICADRN,EQUITY,BOAC34.SA,quotes,2001700.0,Equity,Bank of America Corporation,São Paulo,Financial Services,Banks—Diversified,True,,
LAME-DCA51L0.SA,,,,,,,,,,,,,,
CBEE3.SA,SAO,AMPLA ENERG ON,EQUITY,CBEE3.SA,quotes,2000400.0,Equity,Ampla Energia e Serviços S.A.,São Paulo,Utilities,Utilities—Regulated Electric,True,,
BOAC34F.SA,,,,,,,,,,,,,,
AMGN34F.SA,,,,,,,,,,,,,,
STEN-DEB31L1.SA,,,,,,,,,,,,,,
ANHB-DEB61B0.SA,,,,,,,,,,,,,,
ANHB-DEB41L0.SA,,,,,,,,,,,,,,
ANCR11B.SA,,,,,,,,,,,,,,
ANHB-DEB61L0.SA,,,,,,,,,,,,,,
ANHB-DEB42L0.SA,,,,,,,,,,,,,,
FAED11B.SA,,,,,,,,,,,,,,
ANHB-DEB51B0.SA,,,,,,,,,,,,,,
BPHA11.SA,,,,,,,,,,,,,,
ANIM3.SA,SAO,ANIMA       ON      NM,EQUITY,ANIM3.SA,quotes,2004800.0,Equity,Anima Holding S.A.,São Paulo,Consumer Defensive,Education & Training Services,True,,
ANHB-DEB41B0.SA,,,,,,,,,,,,,,
STEN-DEB31L0.SA,,,,,,,,,,,,,,
STEN-DEB31B0.SA,,,,,,,,,,,,,,
FJTA12.SA,,,,,,,,,,,,,,
ANHB-DEB42B0.SA,,,,,,,,,,,,,,
ANHB-DEB51L1.SA,,,,,,,,,,,,,,
STEN-DEB32B0.SA,,,,,,,,,,,,,,
AQLL11.SA,,,,,,,,,,,,,,
ARTR3.SA,,,,,,,,,,,,,,
FJTA10.SA,,,,,,,,,,,,,,
MOAR3.SA,SAO,MONT ARANHA ON,EQUITY,MOAR3.SA,quotes,2000600.0,Equity,Monteiro Aranha S.A.,São Paulo,Industrials,Conglomerates,True,,
MOAR3F.SA,SAO,MONT ARANHA ON,EQUITY,MOAR3F.SA,quotes,2000100.0,Equity,,São Paulo,,,True,,
FJTA9.SA,,,,,,,,,,,,,,
ARCN5L.SA,,,,,,,,,,,,,,
ARMT34F.SA,,,,,,,,,,,,,,
ARMT34.SA,SAO,ARCELOR     DRN,EQUITY,ARMT34.SA,quotes,2000100.0,Equity,ArcelorMittal S.A.,São Paulo,Basic Materials,Steel,True,ArcelorMittal,2023-03-29
ASCP-DEB14B0.SA,,,,,,,,,,,,,,
ASCP-DEB12L1.SA,,,,,,,,,,,,,,
ASCP-DEB14L1.SA,,,,,,,,,,,,,,
ASCP-DEB11L1.SA,,,,,,,,,,,,,,
ASCP-DEB12B0.SA,,,,,,,,,,,,,,
ASCP-DEB13L1.SA,,,,,,,,,,,,,,
ASCP-DEB12L0.SA,,,,,,,,,,,,,,
ESUD11.SA,,,,,,,,,,,,,,
ATTB34.SA,SAO,ATT INC     DRN,EQUITY,ATTB34.SA,quotes,2022800.0,Equity,AT&T Inc.,São Paulo,Communication Services,Telecom Services,True,,
VSPT3F.SA,,,,,,,,,,,,,,
ATTB34F.SA,,,,,,,,,,,,,,
FIGS11.SA,SAO,FII GEN SHOPCI,EQUITY,FIGS11.SA,quotes,2000300.0,Equity,Fundo de Investimento Imobiliário General Shopping Ativo e Renda - FII,São Paulo,Real Estate,REIT—Diversified,True,,
ATOM3.SA,SAO,ATOMPAR     ON,EQUITY,ATOM3.SA,quotes,2000400.0,Equity,Atom Empreendimentos e Participações S.A.,São Paulo,Communication Services,Telecom Services,True,,
