stock,exchange,shortname,quoteType,symbol,index,score,typeDisp,longname,exchDisp,sector,industry,isYahooFinance,prevName,nameChangeDate
CTBC-DEB21L0.SA,,,,,,,,,,,,,,
LBRN34.SA,,,,,,,,,,,,,,
RCSL3F.SA,SAO,RECRUSUL    ON,EQUITY,RCSL3F.SA,quotes,2000100.0,Equity,,São Paulo,,,True,,
FBMC4F.SA,,,,,,,,,,,,,,
OCTS-CRA310B.SA,,,,,,,,,,,,,,
CORR4F.SA,SAO,COR RIBEIRO PN,EQUITY,CORR4F.SA,quotes,2000100.0,Equity,,São Paulo,,,True,,
GOAU3.SA,SAO,GERDAU MET  ON      N1,EQUITY,GOAU3.SA,quotes,2001800.0,Equity,Metalurgica Gerdau S.A.,São Paulo,Basic Materials,Steel,True,,
LREN-DEB42L0.SA,,,,,,,,,,,,,,
KLBN-DCA61L0.SA,,,,,,,,,,,,,,
TRPL4.SA,SAO,TRAN PAULISTPN      N1,EQUITY,TRPL4.SA,quotes,2003400.0,Equity,CTEEP - Companhia de Transmissão de Energia Elétrica Paulista S.A.,São Paulo,Utilities,Utilities—Independent Power Producers,True,,
MNPR3.SA,SAO,MINUPAR     ON,EQUITY,MNPR3.SA,quotes,2000400.0,Equity,Minupar Participações S.A.,São Paulo,Consumer Defensive,Farm Products,True,,
UTIL11.SA,,,,,,,,,,,,,,
LHER4F.SA,,,,,,,,,,,,,,
ORCL34F.SA,,,,,,,,,,,,,,
PPHT5L.SA,,,,,,,,,,,,,,
DUQE4.SA,,,,,,,,,,,,,,
LREN-DEB42B0.SA,,,,,,,,,,,,,,
RCSL1.SA,,,,,,,,,,,,,,
VOES-DEB41L1.SA,,,,,,,,,,,,,,
TGLT32F.SA,,,,,,,,,,,,,,
CGAS-DEB42L0.SA,,,,,,,,,,,,,,
BSCS-CRII5L0.SA,,,,,,,,,,,,,,
ICO211.SA,,,,,,,,,,,,,,
SULT4.SA,,,,,,,,,,,,,,
OCTS-CRA31B0.SA,,,,,,,,,,,,,,
MGIP-DEB31L0.SA,,,,,,,,,,,,,,
DUQE3.SA,,,,,,,,,,,,,,
SCLO4.SA,,,,,,,,,,,,,,
SNSL3.SA,,,,,,,,,,,,,,
BSCS-CRIC0L0.SA,,,,,,,,,,,,,,
RBPD11.SA,,,,,,,,,,,,,,
FSPE11.SA,SAO,FISET PESCA CI,EQUITY,FSPE11.SA,quotes,2000400.0,Equity,Fiset Pesca Fiset Fspe,São Paulo,,,True,,
BSCS-CRIT1L0.SA,,,,,,,,,,,,,,
BSCS-CRIO6L0.SA,,,,,,,,,,,,,,
MBRF11.SA,,,,,,,,,,,,,,
CRPG6.SA,SAO,CRISTAL     PNB,EQUITY,CRPG6.SA,quotes,2000500.0,Equity,Tronox Pigmentos do Brasil S.A.,São Paulo,Basic Materials,Chemicals,True,,
CMCS34.SA,SAO,COMCAST     DRN,EQUITY,CMCS34.SA,quotes,2000100.0,Equity,Comcast Corporation,São Paulo,Communication Services,Telecom Services,True,,
PDGS-CRI13L0.SA,,,,,,,,,,,,,,
RADL3.SA,SAO,RAIADROGASILON      NM,EQUITY,RADL3.SA,quotes,2040700.0,Equity,Raia Drogasil S.A.,São Paulo,Healthcare,Pharmaceutical Retailers,True,,
PDGS-CRI37L0.SA,,,,,,,,,,,,,,
TRIS3.SA,SAO,TRISUL      ON      NM,EQUITY,TRIS3.SA,quotes,2001900.0,Equity,Trisul S.A.,São Paulo,Real Estate,Real Estate Services,True,,
PLRI11.SA,SAO,FII POLO I  CI,EQUITY,PLRI11.SA,quotes,2000100.0,Equity,Polo Fundo de Investimento Imobiliario – FII Recebiveis Imobiliarios IMO - Cotas Fund,São Paulo,Real Estate,REIT—Diversified,True,,
CTNM3F.SA,SAO,COTEMINAS   ON,EQUITY,CTNM3F.SA,quotes,2000100.0,Equity,,São Paulo,,,True,,
SGPS3.SA,SAO,SPRINGS     ON      NM,EQUITY,SGPS3.SA,quotes,2000700.0,Equity,Springs Global Participações S.A.,São Paulo,Consumer Cyclical,Textile Manufacturing,True,,
CSMG3.SA,SAO,COPASA      ON      NM,EQUITY,CSMG3.SA,quotes,2002200.0,Equity,Companhia de Saneamento de Minas Gerais,São Paulo,Utilities,Utilities—Regulated Water,True,,
ENMT3.SA,SAO,ENERGISA MT ON  ED,EQUITY,ENMT3.SA,quotes,2000600.0,Equity,Energisa Mato Grosso - Distribuidora de Energia S/A,São Paulo,Utilities,Utilities—Regulated Electric,True,,
RBRD11.SA,SAO,FII RB II   CI,EQUITY,RBRD11.SA,quotes,2000100.0,Equity,RB Capital Renda II Fundo de Investimento Imobiliário - FII,São Paulo,Real Estate,REIT—Diversified,True,,
RANI4.SA,,,,,,,,,,,,,,
FIIP11B.SA,SAO,RB CAP RENDA I FD,EQUITY,FIIP11B.SA,quotes,2000100.0,Equity,RB Capital Renda I Fundo de Investimento Imobiliário - FII,São Paulo,Real Estate,REIT—Diversified,True,,
BRCS-CRI1AL0.SA,,,,,,,,,,,,,,
SDIL11.SA,SAO,FII SDI LOG CI,EQUITY,SDIL11.SA,quotes,2000100.0,Equity,SDI Logística Rio - Fundo de Investimento Imobiliário - FII,São Paulo,Real Estate,REIT—Diversified,True,,
ENGI9.SA,,,,,,,,,,,,,,
ELDO11B.SA,,,,,,,,,,,,,,
CORR3F.SA,,,,,,,,,,,,,,
DHER34.SA,SAO,DANAHER CORPDRN,EQUITY,DHER34.SA,quotes,2000100.0,Equity,Danaher Corporation,São Paulo,Healthcare,Diagnostics & Research,True,,
BRPR-DEB12L1.SA,,,,,,,,,,,,,,
PCAR3.SA,SAO,P.ACUCAR-CBDON      NM,EQUITY,PCAR3.SA,quotes,2038300.0,Equity,Companhia Brasileira De Distribuicao,São Paulo,Consumer Cyclical,Department Stores,True,,
RBCS-CRI040B.SA,,,,,,,,,,,,,,
VALE-DEB81L0.SA,,,,,,,,,,,,,,
BSCS-CRII4L0.SA,,,,,,,,,,,,,,
BSCS-CRI79B0.SA,,,,,,,,,,,,,,
BRKM6.SA,SAO,BRASKEM     PNB     N1,EQUITY,BRKM6.SA,quotes,2000100.0,Equity,Braskem S.A.,São Paulo,Basic Materials,Chemicals,True,,
ITEC3.SA,,,,,,,,,,,,,,
USIM6F.SA,SAO,USIMINAS    PNB     N1,EQUITY,USIM6F.SA,quotes,2000100.0,Equity,,São Paulo,,,True,,
CELP6F.SA,,,,,,,,,,,,,,
BRML-DEB41L0.SA,,,,,,,,,,,,,,
RBCS-CRI91L0.SA,,,,,,,,,,,,,,
EKTR3.SA,SAO,ELEKTRO     ON,EQUITY,EKTR3.SA,quotes,2000100.0,Equity,Elektro Redes S.A.,São Paulo,Utilities,Utilities—Regulated Electric,True,,
SAPR4.SA,SAO,SANEPAR     PN      N2,EQUITY,SAPR4.SA,quotes,2002700.0,Equity,Companhia de Saneamento do Paraná - SANEPAR,São Paulo,Utilities,Utilities—Regulated Water,True,,
RBCS-CRI87L0.SA,,,,,,,,,,,,,,
FBSG5L.SA,,,,,,,,,,,,,,
BUET4.SA,,,,,,,,,,,,,,
PATI9.SA,,,,,,,,,,,,,,
BSCS-CRIJ1L0.SA,,,,,,,,,,,,,,
CMGT-DEB31L0.SA,,,,,,,,,,,,,,
BSCS-CRII9B0.SA,,,,,,,,,,,,,,
PINE4.SA,SAO,PINE        PN      N2,EQUITY,PINE4.SA,quotes,2000700.0,Equity,Banco Pine S.A.,São Paulo,Financial Services,Banks—Regional,True,,
CESP5.SA,,,,,,,,,,,,,,
CCHI3.SA,,,,,,,,,,,,,,
KNRI11.SA,SAO,FII KINEA   CI,EQUITY,KNRI11.SA,quotes,2000700.0,Equity,Kinea Renda Imobiliária Fundo de Investimento Imobiliário,São Paulo,Real Estate,REIT—Diversified,True,,
SCPF11.SA,SAO,FII SCP     CI,EQUITY,SCPF11.SA,quotes,2000700.0,Equity,Scp Fundo De Investimento NPV,São Paulo,Real Estate,REIT—Diversified,True,,
UNID-DEB21L0.SA,,,,,,,,,,,,,,
COPH34.SA,SAO,COPHILLIPS  DRN,EQUITY,COPH34.SA,quotes,2000100.0,Equity,ConocoPhillips,São Paulo,Energy,Oil & Gas E&P,True,,
CREM3.SA,,,,,,,,,,,,,,
MGEL4.SA,SAO,MANGELS INDLPN,EQUITY,MGEL4.SA,quotes,2001900.0,Equity,Mangels Industrial S.A.,São Paulo,Basic Materials,Steel,True,,
PLSC-CRI1CL1.SA,,,,,,,,,,,,,,
CTXT11.SA,SAO,FII C TEXTILCI,EQUITY,CTXT11.SA,quotes,2000100.0,Equity,Fundo Invest Imobiliario Centro Textil Internacional - Cotas Fund,São Paulo,Real Estate,REIT—Diversified,True,,
BRML-DEB21L1.SA,,,,,,,,,,,,,,
MAPT4F.SA,SAO,CEMEPE      PN,EQUITY,MAPT4F.SA,quotes,2000100.0,Equity,,São Paulo,,,True,,
RBCS-CRI2RL1.SA,,,,,,,,,,,,,,
TEPE-DEB11L0.SA,,,,,,,,,,,,,,
TRXL11.SA,,,,,,,,,,,,,,
BSCS-CRI460B.SA,,,,,,,,,,,,,,
MTAM6L.SA,,,,,,,,,,,,,,
BRPR-DEB11L1.SA,,,,,,,,,,,,,,
INEP-DCA61L0.SA,,,,,,,,,,,,,,
BRML-DEB21B0.SA,,,,,,,,,,,,,,
ENBR-DEB43L1.SA,,,,,,,,,,,,,,
RBCS-CRI84L1.SA,,,,,,,,,,,,,,
MSBR34F.SA,,,,,,,,,,,,,,
PDGR-DCA81B0.SA,,,,,,,,,,,,,,
CORR4.SA,,,,,,,,,,,,,,
BSCS-CRII50B.SA,,,,,,,,,,,,,,
BSCS-CRIG2B0.SA,,,,,,,,,,,,,,
CEPE5.SA,,,,,,,,,,,,,,
BSCS-CRII9L0.SA,,,,,,,,,,,,,,
SCLO3.SA,,,,,,,,,,,,,,
ENBR-DEB430B.SA,,,,,,,,,,,,,,
FCXO34F.SA,,,,,,,,,,,,,,
BSCS-CRIZ3B0.SA,,,,,,,,,,,,,,
BSCS-CRIO50B.SA,,,,,,,,,,,,,,
MERC4.SA,SAO,MERC FINANC PN,EQUITY,MERC4.SA,quotes,2000400.0,Equity,"Creditaqui Financeira S.A. - Crédito, Financiamento e Investimento",São Paulo,Financial Services,Banks—Regional,True,Mercantil do Brasil Financeira S.A.,2023-03-29
DHER34F.SA,,,,,,,,,,,,,,
RBCS-CRI73B0.SA,,,,,,,,,,,,,,
ELPL3.SA,,,,,,,,,,,,,,
ELPL-DEB1AL1.SA,,,,,,,,,,,,,,
BUET3.SA,,,,,,,,,,,,,,
PATI10.SA,,,,,,,,,,,,,,
SBSP-DEB7AL1.SA,,,,,,,,,,,,,,
DIRR3.SA,SAO,DIRECIONAL  ON      NM,EQUITY,DIRR3.SA,quotes,2002200.0,Equity,Direcional Engenharia S.A.,São Paulo,Real Estate,Real Estate—Development,True,,
FEXC11B.SA,,,,,,,,,,,,,,
BSCS-CRIG2L1.SA,,,,,,,,,,,,,,
CRPG5.SA,SAO,CRISTAL     PNA,EQUITY,CRPG5.SA,quotes,2001400.0,Equity,Tronox Pigmentos do Brasil S.A.,São Paulo,Basic Materials,Chemicals,True,,
SPRI6F.SA,,,,,,,,,,,,,,
CGAS-DEB43L1.SA,,,,,,,,,,,,,,
CCPR9.SA,,,,,,,,,,,,,,
CASN3F.SA,SAO,CASAN       ON,EQUITY,CASN3F.SA,quotes,2000300.0,Equity,,São Paulo,,,True,,
BZRS-CRI11L0.SA,,,,,,,,,,,,,,
PTNT3.SA,SAO,PETTENATI   ON,EQUITY,PTNT3.SA,quotes,2000100.0,Equity,Pettenati S.A. Industria Têxtil,São Paulo,Consumer Cyclical,Apparel Manufacturing,True,,
PCMR5L.SA,,,,,,,,,,,,,,
PRBC4.SA,,,,,,,,,,,,,,
FRES11.SA,,,,,,,,,,,,,,
EEEL3.SA,,,,,,,,,,,,,,
CPTP9B.SA,,,,,,,,,,,,,,
CEEB5.SA,SAO,COELBA      PNA,EQUITY,CEEB5.SA,quotes,2000400.0,Equity,Companhia de Eletricidade do Estado da Bahia - COELBA,São Paulo,Utilities,Utilities—Regulated Electric,True,,
BSCS-CRIO6L1.SA,,,,,,,,,,,,,,
BSCS-CRIG10B.SA,,,,,,,,,,,,,,
SMLL11.SA,,,,,,,,,,,,,,
MGIP-DEB31B0.SA,,,,,,,,,,,,,,
EBEN-DEB41L1.SA,,,,,,,,,,,,,,
MNDL3F.SA,SAO,MUNDIAL     ON,EQUITY,MNDL3F.SA,quotes,2000100.0,Equity,,São Paulo,,,True,,
CYRE-DEB22L1.SA,,,,,,,,,,,,,,
CMCS34F.SA,,,,,,,,,,,,,,
CEDO3.SA,SAO,CEDRO       ON      N1,EQUITY,CEDO3.SA,quotes,2000400.0,Equity,Companhia de Fiação e Tecidos Cedro e Cachoeira S.A.,São Paulo,Consumer Cyclical,Textile Manufacturing,True,,
RBCS-CRI85L0.SA,,,,,,,,,,,,,,
ITLC34F.SA,,,,,,,,,,,,,,
ITUB3.SA,SAO,ITAUUNIBANCOON  EJ  N1,EQUITY,ITUB3.SA,quotes,2005200.0,Equity,Itaú Unibanco Holding S.A.,São Paulo,Financial Services,Banks—Regional,True,,
TRPL3F.SA,SAO,TRAN PAULISTON      N1,EQUITY,TRPL3F.SA,quotes,2000100.0,Equity,,São Paulo,,,True,,
LUXM4.SA,SAO,TREVISA     PN,EQUITY,LUXM4.SA,quotes,2000500.0,Equity,Trevisa Investimentos S.A.,São Paulo,Industrials,Marine Shipping,True,,
FBMC3.SA,,,,,,,,,,,,,,
BSCS-CRIT2L1.SA,,,,,,,,,,,,,,
SWET3F.SA,,,,,,,,,,,,,,
PDGS-CRI15L1.SA,,,,,,,,,,,,,,
CESP5F.SA,,,,,,,,,,,,,,
FIND11.SA,SAO,IT NOW IFNC CI,EQUITY,FIND11.SA,quotes,2000100.0,Equity,It Now IFNC Index Fund,São Paulo,,,True,,
PLSC-CRI1CL0.SA,,,,,,,,,,,,,,
USBC34F.SA,,,,,,,,,,,,,,
BSCS-CRIZ4L0.SA,,,,,,,,,,,,,,
RNAR3.SA,,,,,,,,,,,,,,
HYPE-DEB33B0.SA,,,,,,,,,,,,,,
RBCS-CRI82L0.SA,,,,,,,,,,,,,,
RBCS-CRI030B.SA,,,,,,,,,,,,,,
BZRS-CRI21L0.SA,,,,,,,,,,,,,,
BSCS-CRIC1L1.SA,,,,,,,,,,,,,,
SOND3.SA,,,,,,,,,,,,,,
SAIP-DEB11L1.SA,,,,,,,,,,,,,,
COCE6F.SA,,,,,,,,,,,,,,
CGAS3.SA,SAO,COMGAS      ON,EQUITY,CGAS3.SA,quotes,2000600.0,Equity,Companhia de Gás de São Paulo - COMGÁS,São Paulo,Utilities,Utilities—Regulated Gas,True,,
VALE-DEB84L1.SA,,,,,,,,,,,,,,
BSCS-CRIJ0L1.SA,,,,,,,,,,,,,,
PLPF-FID01B0.SA,,,,,,,,,,,,,,
TGLT32.SA,,,,,,,,,,,,,,
MXRC11.SA,,,,,,,,,,,,,,
CRVD5L.SA,,,,,,,,,,,,,,
MTIG3.SA,,,,,,,,,,,,,,
CMGD-DEB32B0.SA,,,,,,,,,,,,,,
PDGR-DEB11B0.SA,,,,,,,,,,,,,,
BRAX.SA,SAO,ISHARES BRAX,INDEX,BRAX.SA,quotes,2000200.0,Index,ISHARES BRAX,São Paulo,,,True,,
IGBR3.SA,SAO,IGB S/A     ON,EQUITY,IGBR3.SA,quotes,2000400.0,Equity,IGB Eletronica S.A.,São Paulo,Real Estate,Real Estate Services,True,,
BSCS-CRIT4B0.SA,,,,,,,,,,,,,,
BSCS-CRIS7L1.SA,,,,,,,,,,,,,,
BSCS-CRII90B.SA,,,,,,,,,,,,,,
BSCS-CRIF9L0.SA,,,,,,,,,,,,,,
BSCS-CRI79L0.SA,,,,,,,,,,,,,,
BSCS-CRIH6B0.SA,,,,,,,,,,,,,,
BSCS-CRIS80B.SA,,,,,,,,,,,,,,
BSCS-CRIS7L0.SA,,,,,,,,,,,,,,
BSCS-CRIJ2L0.SA,,,,,,,,,,,,,,
BSCS-CRIT4L0.SA,,,,,,,,,,,,,,
BSCS-CRIT3L1.SA,,,,,,,,,,,,,,
BSCS-CRII40B.SA,,,,,,,,,,,,,,
BSCS-CRIO5L1.SA,,,,,,,,,,,,,,
BSCS-CRIG00B.SA,,,,,,,,,,,,,,
BSCS-CRIJ3L0.SA,,,,,,,,,,,,,,
BSCS-CRIJ0B0.SA,,,,,,,,,,,,,,
BSCS-CRIH6L1.SA,,,,,,,,,,,,,,
BSCS-CRI790B.SA,,,,,,,,,,,,,,
BSCS-CRIJ00B.SA,,,,,,,,,,,,,,
BSCS-CRIS70B.SA,,,,,,,,,,,,,,
BSCS-CRIJ3L1.SA,,,,,,,,,,,,,,
BSLI4F.SA,SAO,BRB BANCO   PN,EQUITY,BSLI4F.SA,quotes,2000100.0,Equity,,São Paulo,,,True,,
BSCS-CRIZ30B.SA,,,,,,,,,,,,,,
BSCS-CRIT3B0.SA,,,,,,,,,,,,,,
BSCS-CRIO60B.SA,,,,,,,,,,,,,,
BSCS-CRIF9B0.SA,,,,,,,,,,,,,,
BSCS-CRIZ4L1.SA,,,,,,,,,,,,,,
BSCS-CRII4B0.SA,,,,,,,,,,,,,,
BSCS-CRIZ4B0.SA,,,,,,,,,,,,,,
BSCS-CRI46L1.SA,,,,,,,,,,,,,,
BSCS-CRIG1B0.SA,,,,,,,,,,,,,,
BSCS-CRIF90B.SA,,,,,,,,,,,,,,
BSCS-CRIJ0L0.SA,,,,,,,,,,,,,,
BSLI3F.SA,SAO,BRB BANCO   ON,EQUITY,BSLI3F.SA,quotes,2000100.0,Equity,,São Paulo,,,True,,
BSLI4.SA,SAO,BRB BANCO   PN,EQUITY,BSLI4.SA,quotes,2000400.0,Equity,BRB - Banco de Brasília S.A.,São Paulo,Financial Services,Banks—Regional,True,,
BSCS-CRI46L0.SA,,,,,,,,,,,,,,
BSCS-CRIT2L0.SA,,,,,,,,,,,,,,
BSCS-CRIG2L0.SA,,,,,,,,,,,,,,
BSCS-CRII5L1.SA,,,,,,,,,,,,,,
BSCS-CRIJ1B0.SA,,,,,,,,,,,,,,
BSCS-CRIT3L0.SA,,,,,,,,,,,,,,
BSCS-CRIT0B0.SA,,,,,,,,,,,,,,
BSCS-CRIF9L1.SA,,,,,,,,,,,,,,
BSCS-CRIG0L0.SA,,,,,,,,,,,,,,
BSCS-CRIO5L0.SA,,,,,,,,,,,,,,
BSCS-CRIS7B0.SA,,,,,,,,,,,,,,
BSCS-CRII5B0.SA,,,,,,,,,,,,,,
BSCS-CRIG0B0.SA,,,,,,,,,,,,,,
BSCS-CRIH7L0.SA,,,,,,,,,,,,,,
BRCR11.SA,SAO,FII BC FUND CI,EQUITY,BRCR11.SA,quotes,2000100.0,Equity,Fundo de Investimento Imobiliário - FII BTG Pactual Corporate Office Fund,São Paulo,Real Estate,REIT—Office,True,,
BTGM11.SA,,,,,,,,,,,,,,
BURI5L.SA,,,,,,,,,,,,,,
BUET3F.SA,,,,,,,,,,,,,,
BVLS-DEB110B.SA,,,,,,,,,,,,,,
BVAR11.SA,,,,,,,,,,,,,,
BVLS-DEB12B0.SA,,,,,,,,,,,,,,
BVLS-DEB41B0.SA,,,,,,,,,,,,,,
BVLS-DEB42L0.SA,,,,,,,,,,,,,,
BVLS-DEB11B0.SA,,,,,,,,,,,,,,
BZRS-CRI11B0.SA,,,,,,,,,,,,,,
BZRS-CRI21B0.SA,,,,,,,,,,,,,,
USBC34.SA,SAO,US BANCORP  DRN,EQUITY,USBC34.SA,quotes,2000100.0,Equity,U.S. Bancorp,São Paulo,Financial Services,Banks—Regional,True,,
ITLC34.SA,SAO,INTEL       DRN,EQUITY,ITLC34.SA,quotes,2000300.0,Equity,Intel Corporation,São Paulo,Technology,Semiconductors,True,,
UTEC34F.SA,,,,,,,,,,,,,,
JPMC34F.SA,,,,,,,,,,,,,,
MOSC34.SA,SAO,MOSAIC CO   DRN,EQUITY,MOSC34.SA,quotes,2000100.0,Equity,The Mosaic Company,São Paulo,Basic Materials,Agricultural Inputs,True,,
MMMC34F.SA,,,,,,,,,,,,,,
CCXC3.SA,,,,,,,,,,,,,,
DOMC11.SA,,,,,,,,,,,,,,
TSNC11.SA,,,,,,,,,,,,,,
GWIC11.SA,,,,,,,,,,,,,,
CCHI4F.SA,,,,,,,,,,,,,,
CCHI4.SA,,,,,,,,,,,,,,
CCPR3.SA,,,,,,,,,,,,,,
CTBC-DEB21B0.SA,,,,,,,,,,,,,,
CTBC-DEB22L1.SA,,,,,,,,,,,,,,
CMGD-DEB33B0.SA,,,,,,,,,,,,,,
GPAR3.SA,SAO,CELGPAR     ON,EQUITY,GPAR3.SA,quotes,2000800.0,Equity,Companhia CELG de Participações S/A,São Paulo,Utilities,Utilities—Regulated Electric,True,,
CEPE6.SA,,,,,,,,,,,,,,
CMGT-DEB32B0.SA,,,,,,,,,,,,,,
CELP6.SA,,,,,,,,,,,,,,
COCE5.SA,SAO,COELCE      PNA,EQUITY,COCE5.SA,quotes,2000800.0,Equity,Companhia Energética do Ceará - COELCE,São Paulo,Utilities,Utilities—Regulated Electric,True,,
CEBR6F.SA,SAO,CEB         PNB,EQUITY,CEBR6F.SA,quotes,2000100.0,Equity,,São Paulo,,,True,,
CNES11B.SA,,,,,,,,,,,,,,
CEDO3F.SA,SAO,CEDRO       ON      N1,EQUITY,CEDO3F.SA,quotes,2000100.0,Equity,,São Paulo,,,True,,
CELP7F.SA,,,,,,,,,,,,,,
CEPE3.SA,,,,,,,,,,,,,,
CMGT-DEB33B0.SA,,,,,,,,,,,,,,
COCE3.SA,SAO,COELCE      ON,EQUITY,COCE3.SA,quotes,2000400.0,Equity,Companhia Energética do Ceará - COELCE,São Paulo,Utilities,Utilities—Regulated Electric,True,,
COCE6.SA,,,,,,,,,,,,,,
CEED4F.SA,SAO,CEEE-D      PN,EQUITY,CEED4F.SA,quotes,2000100.0,Equity,,São Paulo,,,True,,
MAPT3F.SA,SAO,CEMEPE      ON,EQUITY,MAPT3F.SA,quotes,2000100.0,Equity,,São Paulo,,,True,,
CELP5.SA,,,,,,,,,,,,,,
SUZB6.SA,,,,,,,,,,,,,,
CMGT-DEB31B0.SA,,,,,,,,,,,,,,
CEED4.SA,SAO,CEEE-D      PN,EQUITY,CEED4.SA,quotes,2000100.0,Equity,Companhia Estadual de Distribuição de Energia Elétrica,São Paulo,Utilities,Utilities—Regulated Electric,True,,
CMGD-DEB32L1.SA,,,,,,,,,,,,,,
CEBR6.SA,SAO,CEB         PNB,EQUITY,CEBR6.SA,quotes,2000300.0,Equity,Companhia Energética de Brasília - CEB,São Paulo,Utilities,Utilities—Regulated Electric,True,,
CEDO4F.SA,SAO,CEDRO       PN      N1,EQUITY,CEDO4F.SA,quotes,2000100.0,Equity,,São Paulo,,,True,,
CMGD-DEB33L1.SA,,,,,,,,,,,,,,
CMGT-DEB33L0.SA,,,,,,,,,,,,,,
CEED3F.SA,SAO,CEEE-D      ON,EQUITY,CEED3F.SA,quotes,2000100.0,Equity,,São Paulo,,,True,,
CMGT-DEB32L0.SA,,,,,,,,,,,,,,
CLSC3F.SA,SAO,CELESC      ON      N2,EQUITY,CLSC3F.SA,quotes,2000100.0,Equity,,São Paulo,,,True,,
CLGN34.SA,,,,,,,,,,,,,,
RANI4F.SA,,,,,,,,,,,,,,
PQDP11.SA,SAO,FII D PEDRO CI,EQUITY,PQDP11.SA,quotes,2000800.0,Equity,Parque Dom Pedro Shopping Center Fund,São Paulo,Real Estate,REIT—Retail,True,,
CEDO4.SA,SAO,CEDRO       PN      N1,EQUITY,CEDO4.SA,quotes,2000500.0,Equity,Companhia de Fiação e Tecidos Cedro e Cachoeira S.A.,São Paulo,Consumer Cyclical,Textile Manufacturing,True,,
VSPT3.SA,,,,,,,,,,,,,,
CMGD-DEB21L1.SA,,,,,,,,,,,,,,
CELP7.SA,,,,,,,,,,,,,,
CEBR5.SA,SAO,CEB         PNA,EQUITY,CEBR5.SA,quotes,2000400.0,Equity,Companhia Energética de Brasília - CEB,São Paulo,Utilities,Utilities—Regulated Electric,True,,
CEPE5F.SA,,,,,,,,,,,,,,
MAPT3.SA,SAO,CEMEPE      ON,EQUITY,MAPT3.SA,quotes,2000400.0,Equity,Cemepe Investimentos S.A.,São Paulo,Financial Services,Asset Management,True,,
CEBR3.SA,SAO,CEB         ON,EQUITY,CEBR3.SA,quotes,2000400.0,Equity,Companhia Energética de Brasília - CEB,São Paulo,Utilities,Utilities—Regulated Electric,True,,
CESP3.SA,,,,,,,,,,,,,,
CEED3.SA,SAO,CEEE-D      ON,EQUITY,CEED3.SA,quotes,2000900.0,Equity,Companhia Estadual de Distribuição de Energia Elétrica,São Paulo,Utilities,Utilities—Regulated Electric,True,,
CEGR3F.SA,,,,,,,,,,,,,,
CEPE6F.SA,,,,,,,,,,,,,,
PMSP12B.SA,,,,,,,,,,,,,,
CMGD-DEB33L0.SA,,,,,,,,,,,,,,
CEBR3F.SA,SAO,CEB         ON,EQUITY,CEBR3F.SA,quotes,2000100.0,Equity,,São Paulo,,,True,,
CEBR5F.SA,SAO,CEB         PNA,EQUITY,CEBR5F.SA,quotes,2000100.0,Equity,,São Paulo,,,True,,
CXCE11B.SA,SAO,FD INV IMOB CAIXA,EQUITY,CXCE11B.SA,quotes,2000100.0,Equity,Fundo de Investimento Caixa Cedae,São Paulo,Real Estate,REIT—Specialty,True,,
CEEB3.SA,SAO,COELBA      ON,EQUITY,CEEB3.SA,quotes,2000500.0,Equity,Companhia de Eletricidade do Estado da Bahia - COELBA,São Paulo,Utilities,Utilities—Regulated Electric,True,,
ELET5.SA,SAO,ELETROBRAS  PNA     N1,EQUITY,ELET5.SA,quotes,2000200.0,Equity,Centrais Elétricas Brasileiras S.A. - Eletrobrás,São Paulo,Utilities,Utilities—Regulated Electric,True,,
CGAS-DEB42L1.SA,,,,,,,,,,,,,,
CGAS-DEB33L0.SA,,,,,,,,,,,,,,
CGAS-DEB32B0.SA,,,,,,,,,,,,,,
CGAS-DEB43L0.SA,,,,,,,,,,,,,,
CGAS-DEB410B.SA,,,,,,,,,,,,,,
CGAS-DEB31L0.SA,,,,,,,,,,,,,,
CGAS-DEB31L1.SA,,,,,,,,,,,,,,
CGAS-DEB33L1.SA,,,,,,,,,,,,,,
CGAS-DEB430B.SA,,,,,,,,,,,,,,
CGAS-DEB32L0.SA,,,,,,,,,,,,,,
CGAS-DEB41L0.SA,,,,,,,,,,,,,,
CGAS-DEB31B0.SA,,,,,,,,,,,,,,
FNAM11.SA,SAO,FINAM       CI *,EQUITY,FNAM11.SA,quotes,2001400.0,Equity,Fundo de Investimento Amazônia - FINAM,São Paulo,,,True,,
CSRN5.SA,SAO,COSERN      PNA,EQUITY,CSRN5.SA,quotes,2000100.0,Equity,Companhia Energética do Rio Grande do Norte - COSERN,São Paulo,Utilities,Utilities—Regulated Electric,True,,
IMBI3.SA,,,,,,,,,,,,,,
HCRI11B.SA,,,,,,,,,,,,,,
CSRN6.SA,SAO,COSERN      PNB,EQUITY,CSRN6.SA,quotes,2000300.0,Equity,Companhia Energética do Rio Grande do Norte - COSERN,São Paulo,Utilities,Utilities—Regulated Electric,True,,
TRPL3.SA,SAO,TRAN PAULISTON      N1,EQUITY,TRPL3.SA,quotes,2000500.0,Equity,CTEEP - Companhia de Transmissão de Energia Elétrica Paulista S.A.,São Paulo,Utilities,Utilities—Independent Power Producers,True,,
SPXI11F.SA,,,,,,,,,,,,,,
ESUU11.SA,,,,,,,,,,,,,,
ESUU12.SA,,,,,,,,,,,,,,
CTGP34.SA,SAO,CITIGROUP   DRN,EQUITY,CTGP34.SA,quotes,2000200.0,Equity,Citigroup Inc.,São Paulo,Financial Services,Banks—Diversified,True,,
